3.659999999999999920e-01 1.000000000000000000e+00
5.430000000000000382e-01 1.000000000000000000e+00
5.340000000000000302e-01 0.000000000000000000e+00
4.670000000000000262e-01 0.000000000000000000e+00
4.069999999999999729e-01 1.000000000000000000e+00
5.020000000000000018e-01 0.000000000000000000e+00
5.869999999999999662e-01 1.000000000000000000e+00
5.530000000000000471e-01 1.000000000000000000e+00
4.269999999999999907e-01 0.000000000000000000e+00
3.870000000000000107e-01 1.000000000000000000e+00
5.490000000000000435e-01 1.000000000000000000e+00
5.440000000000000391e-01 1.000000000000000000e+00
3.820000000000000062e-01 0.000000000000000000e+00
5.959999999999999742e-01 1.000000000000000000e+00
4.759999999999999787e-01 0.000000000000000000e+00
4.119999999999999774e-01 1.000000000000000000e+00
4.849999999999999867e-01 1.000000000000000000e+00
5.200000000000000178e-01 0.000000000000000000e+00
4.699999999999999734e-01 1.000000000000000000e+00
4.119999999999999774e-01 0.000000000000000000e+00
5.320000000000000284e-01 0.000000000000000000e+00
5.060000000000000053e-01 0.000000000000000000e+00
4.979999999999999982e-01 0.000000000000000000e+00
5.220000000000000195e-01 1.000000000000000000e+00
4.650000000000000244e-01 1.000000000000000000e+00
4.390000000000000013e-01 1.000000000000000000e+00
5.530000000000000471e-01 0.000000000000000000e+00
4.859999999999999876e-01 1.000000000000000000e+00
4.849999999999999867e-01 0.000000000000000000e+00
5.480000000000000426e-01 1.000000000000000000e+00
4.650000000000000244e-01 1.000000000000000000e+00
4.689999999999999725e-01 0.000000000000000000e+00
4.349999999999999978e-01 0.000000000000000000e+00
5.030000000000000027e-01 0.000000000000000000e+00
5.899999999999999689e-01 1.000000000000000000e+00
4.410000000000000031e-01 1.000000000000000000e+00
5.420000000000000373e-01 1.000000000000000000e+00
4.530000000000000138e-01 0.000000000000000000e+00
4.309999999999999942e-01 0.000000000000000000e+00
4.869999999999999885e-01 0.000000000000000000e+00
5.010000000000000009e-01 0.000000000000000000e+00
4.859999999999999876e-01 0.000000000000000000e+00
5.679999999999999494e-01 1.000000000000000000e+00
4.259999999999999898e-01 0.000000000000000000e+00
5.580000000000000515e-01 0.000000000000000000e+00
5.450000000000000400e-01 0.000000000000000000e+00
4.829999999999999849e-01 0.000000000000000000e+00
5.170000000000000151e-01 1.000000000000000000e+00
4.889999999999999902e-01 0.000000000000000000e+00
5.500000000000000444e-01 1.000000000000000000e+00
4.779999999999999805e-01 0.000000000000000000e+00
4.650000000000000244e-01 0.000000000000000000e+00
4.719999999999999751e-01 1.000000000000000000e+00
5.190000000000000169e-01 0.000000000000000000e+00
5.470000000000000417e-01 1.000000000000000000e+00
4.689999999999999725e-01 0.000000000000000000e+00
4.530000000000000138e-01 0.000000000000000000e+00
5.090000000000000080e-01 0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00
6.290000000000000036e-01 1.000000000000000000e+00
4.909999999999999920e-01 0.000000000000000000e+00
4.540000000000000147e-01 0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00
4.329999999999999960e-01 0.000000000000000000e+00
3.860000000000000098e-01 1.000000000000000000e+00
5.180000000000000160e-01 0.000000000000000000e+00
6.049999999999999822e-01 0.000000000000000000e+00
5.889999999999999680e-01 1.000000000000000000e+00
4.929999999999999938e-01 1.000000000000000000e+00
4.640000000000000235e-01 0.000000000000000000e+00
5.969999999999999751e-01 1.000000000000000000e+00
4.849999999999999867e-01 1.000000000000000000e+00
5.779999999999999583e-01 1.000000000000000000e+00
5.220000000000000195e-01 1.000000000000000000e+00
4.010000000000000231e-01 0.000000000000000000e+00
5.120000000000000107e-01 1.000000000000000000e+00
4.670000000000000262e-01 0.000000000000000000e+00
6.109999999999999876e-01 0.000000000000000000e+00
5.050000000000000044e-01 1.000000000000000000e+00
4.590000000000000191e-01 1.000000000000000000e+00
5.240000000000000213e-01 1.000000000000000000e+00
4.749999999999999778e-01 0.000000000000000000e+00
5.220000000000000195e-01 1.000000000000000000e+00
4.879999999999999893e-01 0.000000000000000000e+00
5.679999999999999494e-01 1.000000000000000000e+00
5.080000000000000071e-01 1.000000000000000000e+00
4.359999999999999987e-01 0.000000000000000000e+00
5.510000000000000453e-01 1.000000000000000000e+00
4.000000000000000222e-01 0.000000000000000000e+00
4.879999999999999893e-01 0.000000000000000000e+00
5.739999999999999547e-01 1.000000000000000000e+00
4.500000000000000111e-01 1.000000000000000000e+00
5.010000000000000009e-01 1.000000000000000000e+00
4.500000000000000111e-01 0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00
4.959999999999999964e-01 1.000000000000000000e+00
5.300000000000000266e-01 0.000000000000000000e+00
5.310000000000000275e-01 0.000000000000000000e+00
4.500000000000000111e-01 1.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
4.879999999999999893e-01 1.000000000000000000e+00
5.100000000000000089e-01 0.000000000000000000e+00
5.719999999999999529e-01 0.000000000000000000e+00
5.280000000000000249e-01 0.000000000000000000e+00
3.870000000000000107e-01 1.000000000000000000e+00
5.180000000000000160e-01 0.000000000000000000e+00
5.629999999999999449e-01 0.000000000000000000e+00
4.709999999999999742e-01 0.000000000000000000e+00
4.309999999999999942e-01 1.000000000000000000e+00
5.200000000000000178e-01 1.000000000000000000e+00
5.500000000000000444e-01 1.000000000000000000e+00
5.150000000000000133e-01 1.000000000000000000e+00
5.110000000000000098e-01 1.000000000000000000e+00
4.779999999999999805e-01 1.000000000000000000e+00
4.839999999999999858e-01 1.000000000000000000e+00
4.789999999999999813e-01 0.000000000000000000e+00
5.799999999999999600e-01 0.000000000000000000e+00
4.909999999999999920e-01 0.000000000000000000e+00
4.380000000000000004e-01 1.000000000000000000e+00
4.570000000000000173e-01 0.000000000000000000e+00
5.510000000000000453e-01 1.000000000000000000e+00
5.050000000000000044e-01 1.000000000000000000e+00
5.530000000000000471e-01 0.000000000000000000e+00
4.060000000000000275e-01 0.000000000000000000e+00
5.440000000000000391e-01 1.000000000000000000e+00
5.570000000000000506e-01 1.000000000000000000e+00
4.670000000000000262e-01 1.000000000000000000e+00
4.779999999999999805e-01 1.000000000000000000e+00
4.650000000000000244e-01 1.000000000000000000e+00
6.019999999999999796e-01 1.000000000000000000e+00
5.040000000000000036e-01 1.000000000000000000e+00
4.739999999999999769e-01 0.000000000000000000e+00
4.749999999999999778e-01 0.000000000000000000e+00
5.360000000000000320e-01 1.000000000000000000e+00
4.500000000000000111e-01 0.000000000000000000e+00
5.550000000000000488e-01 1.000000000000000000e+00
4.919999999999999929e-01 0.000000000000000000e+00
5.260000000000000231e-01 0.000000000000000000e+00
4.490000000000000102e-01 1.000000000000000000e+00
5.130000000000000115e-01 1.000000000000000000e+00
4.359999999999999987e-01 1.000000000000000000e+00
4.410000000000000031e-01 0.000000000000000000e+00
5.849999999999999645e-01 1.000000000000000000e+00
5.150000000000000133e-01 0.000000000000000000e+00
5.490000000000000435e-01 0.000000000000000000e+00
3.649999999999999911e-01 0.000000000000000000e+00
5.989999999999999769e-01 1.000000000000000000e+00
4.259999999999999898e-01 1.000000000000000000e+00
4.460000000000000075e-01 1.000000000000000000e+00
4.739999999999999769e-01 0.000000000000000000e+00
5.620000000000000551e-01 1.000000000000000000e+00
5.460000000000000409e-01 1.000000000000000000e+00
4.410000000000000031e-01 0.000000000000000000e+00
4.590000000000000191e-01 0.000000000000000000e+00
5.110000000000000098e-01 1.000000000000000000e+00
5.310000000000000275e-01 0.000000000000000000e+00
5.080000000000000071e-01 1.000000000000000000e+00
5.200000000000000178e-01 1.000000000000000000e+00
5.100000000000000089e-01 0.000000000000000000e+00
5.639999999999999458e-01 0.000000000000000000e+00
6.149999999999999911e-01 0.000000000000000000e+00
5.340000000000000302e-01 1.000000000000000000e+00
5.629999999999999449e-01 1.000000000000000000e+00
4.929999999999999938e-01 0.000000000000000000e+00
5.290000000000000258e-01 0.000000000000000000e+00
5.360000000000000320e-01 1.000000000000000000e+00
5.739999999999999547e-01 0.000000000000000000e+00
4.809999999999999831e-01 1.000000000000000000e+00
6.400000000000000133e-01 1.000000000000000000e+00
5.110000000000000098e-01 0.000000000000000000e+00
4.889999999999999902e-01 1.000000000000000000e+00
4.769999999999999796e-01 0.000000000000000000e+00
4.670000000000000262e-01 1.000000000000000000e+00
5.999999999999999778e-01 1.000000000000000000e+00
4.089999999999999747e-01 1.000000000000000000e+00
4.510000000000000120e-01 1.000000000000000000e+00
5.999999999999999778e-01 0.000000000000000000e+00
5.490000000000000435e-01 0.000000000000000000e+00
5.100000000000000089e-01 0.000000000000000000e+00
4.299999999999999933e-01 0.000000000000000000e+00
5.020000000000000018e-01 0.000000000000000000e+00
4.119999999999999774e-01 0.000000000000000000e+00
5.649999999999999467e-01 1.000000000000000000e+00
4.959999999999999964e-01 1.000000000000000000e+00
5.490000000000000435e-01 1.000000000000000000e+00
5.280000000000000249e-01 1.000000000000000000e+00
4.550000000000000155e-01 0.000000000000000000e+00
5.140000000000000124e-01 1.000000000000000000e+00
4.699999999999999734e-01 0.000000000000000000e+00
5.779999999999999583e-01 1.000000000000000000e+00
4.759999999999999787e-01 0.000000000000000000e+00
5.180000000000000160e-01 0.000000000000000000e+00
6.270000000000000018e-01 1.000000000000000000e+00
4.610000000000000209e-01 0.000000000000000000e+00
4.929999999999999938e-01 1.000000000000000000e+00
5.749999999999999556e-01 1.000000000000000000e+00
5.250000000000000222e-01 0.000000000000000000e+00
4.769999999999999796e-01 1.000000000000000000e+00
5.610000000000000542e-01 1.000000000000000000e+00
4.749999999999999778e-01 0.000000000000000000e+00
5.779999999999999583e-01 1.000000000000000000e+00
